         3741936 function calls (3648040 primitive calls) in 2.102 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pathlib.py:495(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:511(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:970(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1477(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        2    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 random.py:669(SystemRandom)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        4    0.000    0.000    0.000    0.000 message.py:606(get_default_type)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 _error.py:8(Error)
        1    0.000    0.000    0.000    0.000 apipkg.py:53(<listcomp>)
        1    0.000    0.000    0.000    0.000 apipkg.py:88(__docset)
        1    0.000    0.000    0.000    0.000 compat.py:401(__init__)
        1    0.000    0.000    0.000    0.000 outcomes.py:137(XFailed)
        1    0.000    0.000    0.000    0.000 version.py:61(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _typing.py:27(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest.compat._PytestWrapper>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest.compat._PytestWrapper>:1(<module>)
        1    0.000    0.000    0.000    0.000 local.py:61(PosixPath)
        1    0.000    0.000    0.000    0.000 local.py:115(ImportMismatchError)
        1    0.000    0.000    0.000    0.000 common.py:128(NeverRaised)
        1    0.000    0.000    0.000    0.000 common.py:403(Visitor)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest._code.code.ExceptionInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest._code.code.ExceptionInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 terminalwriter.py:321(WriteFile)
        1    0.000    0.000    0.000    0.000 terminalwriter.py:39(get_terminal_width)
        1    0.000    0.000    0.000    0.000 warning_types.py:23(PytestAssertRewriteWarning)
        1    0.000    0.000    0.000    0.000 warning_types.py:43(PytestConfigWarning)
        1    0.000    0.000    0.000    0.000 warning_types.py:53(PytestCollectionWarning)
        1    0.000    0.000    0.000    0.000 warning_types.py:63(PytestDeprecationWarning)
        1    0.000    0.000    0.000    0.000 warning_types.py:83(simple)
        1    0.000    0.000    0.000    0.000 warning_types.py:92(PytestUnhandledCoroutineWarning)
        1    0.000    0.000    0.000    0.000 warning_types.py:104(PytestUnknownMarkWarning)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest.warning_types.UnformattedWarning>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:625(Notset)
        1    0.000    0.000    0.000    0.000 argparse.py:202(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:667(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:678(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:695(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:728(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:748(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:883(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(UsageError)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(PrintHelp)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest.config.Config.InvocationParams>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash _pytest.fixtures.PseudoFixtureDef>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest.fixtures.FuncFixtureInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest.fixtures.FixtureFunctionMarker>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest.fixtures.FixtureFunctionMarker>:1(<module>)
        1    0.000    0.000    0.000    0.000 freeze_support.py:4(<module>)
        1    0.000    0.000    0.000    0.000 main.py:342(FSHookProxy)
        1    0.000    0.000    0.000    0.000 main.py:358(Interrupted)
        1    0.000    0.000    0.000    0.000 main.py:364(Failed)
        1    0.000    0.000    0.000    0.000 nodes.py:421(File)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest.mark.structures.Mark>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash _pytest.mark.structures.Mark>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest.mark.structures.MarkDecorator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest.mark.structures.NodeMarkers>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest.runner.CallInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest.runner.CallInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest.main._bestrelpath_cache>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest.main._bestrelpath_cache>:1(<module>)
        1    0.000    0.000    0.000    0.000 python.py:676(Class)
        1    0.000    0.000    0.000    0.000 python.py:774(FunctionMixin)
        1    0.000    0.000    0.000    0.000 python.py:1452(FunctionDefinition)
        1    0.000    0.000    0.000    0.000 python_api.py:149(ApproxMapping)
        1    0.000    0.000    0.000    0.000 python_api.py:180(ApproxSequencelike)
        1    0.000    0.000    0.000    0.000 libra_address.py:4(LibraAddressError)
        4    0.000    0.000    0.000    0.000 protocol.py:61(get_storage_factory)
        1    0.000    0.000    0.000    0.000 executor.py:69(ExecutorException)
        1    0.000    0.000    0.000    0.000 utils.py:15(StructureException)
        1    0.000    0.000    0.000    0.000 utils.py:215(JSONParsingError)
        2    0.000    0.000    0.000    0.000 storage.py:40(__init__)
        1    0.000    0.000    0.000    0.000 storage.py:37(StorableFactory)
        1    0.000    0.000    0.000    0.000 storage.py:174(StorableList)
        1    0.000    0.000    0.000    0.000 business.py:27(BusinessValidationFailure)
        1    0.000    0.000    0.000    0.000 business.py:32(BusinessForceAbort)
        1    0.000    0.000    0.000    0.000 sample_command.py:5(SampleObject)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:674(Filter)
        2    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:711(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1158(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2054(NullHandler)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 mock.py:141(_is_list)
        1    0.000    0.000    0.000    0.000 mock.py:369(Base)
        7    0.000    0.000    0.000    0.000 mock.py:971(_try_iter)
        1    0.000    0.000    0.000    0.000 mock.py:1903(MagicMixin)
        1    0.000    0.000    0.000    0.000 mock.py:1933(NonCallableMagicMock)
        1    0.000    0.000    0.000    0.000 mock.py:2357(_SpecState)
        1    0.000    0.000    0.000    0.000 mock.py:2469(PropertyMock)


