         3741936 function calls (3648040 primitive calls) in 2.102 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
       68    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        6    0.000    0.000    0.000    0.000 __init__.py:409(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:502(__init__)
        1    0.000    0.000    0.000    0.000 zipp.py:146(Path)
        1    0.000    0.000    0.002    0.002 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        2    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 compat.py:398(cached_property)
        1    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        1    0.000    0.000    0.000    0.000 terminalwriter.py:140(TerminalWriter)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        1    0.000    0.000    0.000    0.000 structures.py:161(MarkDecorator)
       17    0.000    0.000    0.000    0.000 protocol_messages.py:5(__init__)
        1    0.000    0.000    0.000    0.000 protocol_messages.py:1(<module>)
        2    0.000    0.000    0.000    0.000 storage.py:57(__init__)
        1    0.000    0.000    0.000    0.000 sample_command.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        5    0.000    0.000    0.000    0.000 mock.py:334(_check_and_set_parent)
       11    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       10    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       14    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       11    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        3    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
        6    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        2    0.000    0.000    0.000    0.000 test_protocol.py:16(monkey_tap)
        2    0.000    0.000    0.000    0.000 inspect.py:1837(_signature_is_functionlike)
        3    0.000    0.000    0.000    0.000 inspect.py:1995(parse_name)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
       25    0.000    0.000    0.000    0.000 _make.py:469(<genexpr>)
        3    0.000    0.000    0.000    0.000 _make.py:1525(fmt_setter_with_converter)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
       17    0.000    0.000    0.000    0.000 typing.py:545(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
       10    0.000    0.000    0.000    0.000 _compat.py:121(iteritems)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        5    0.000    0.000    0.000    0.000 validators.py:280(is_callable)
        1    0.000    0.000    0.000    0.000 _version_info.py:37(_from_version_string)
        1    0.000    0.000    0.000    0.000 _version_info.py:50(_ensure_tuple)
        1    0.000    0.000    0.000    0.000 manager.py:52(PluginManager)
       23    0.000    0.000    0.000    0.000 hooks.py:21(__call__)
        1    0.000    0.000    0.001    0.001 __init__.py:178(from_name)
        1    0.000    0.000    0.000    0.000 __init__.py:492(_search_paths)
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        1    0.000    0.000    0.016    0.016 __init__.py:32(message_from_string)
        1    0.000    0.000    0.000    0.000 configparser.py:1234(SectionProxy)
        1    0.000    0.000    0.000    0.000 pathlib.py:391(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        2    0.000    0.000    0.000    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
       26    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:362(_setup_collect_fakemodule)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        4    0.000    0.000    0.000    0.000 local.py:317(dirpath)
        1    0.000    0.000    0.000    0.000 common.py:53(Checkers)
        1    0.000    0.000    0.000    0.000 :1(FormattedExcinfoAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:244(PytestPluginManager)
        1    0.000    0.000    0.000    0.000 legacy.py:28(KeywordMapping)
        1    0.000    0.000    0.000    0.000 python_api.py:722(RaisesContext)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 more.py:1623(numeric_range)
        1    0.000    0.000    0.000    0.000 recwarn.py:203(WarningsChecker)
        3    0.000    0.000    0.000    0.000 libra_address.py:23(encode_to_Libra_address)
        1    0.000    0.000    0.000    0.000 libra_address.py:7(LibraAddress)
        1    0.000    0.000    0.001    0.001 executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shared_object.py:6(SharedObject)
        1    0.000    0.000    0.000    0.000 shared_object.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
       15    0.000    0.000    0.000    0.000 mock.py:1783(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       26    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       44    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       11    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:46(_w_long)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:961(set_data)
        1    0.000    0.000    0.000    0.000 codecs.py:319(decode)
     10/6    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
        6    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
        7    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
        1    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        1    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        2    0.000    0.000    0.000    0.000 test_protocol.py:33(monkey_tap_to_list)
       12    0.000    0.000    0.005    0.000 tokenize.py:147(_compile)
        1    0.000    0.000    0.000    0.000 code.py:977(ReprTraceback)
        1    0.000    0.000    0.000    0.000 code.py:1026(ReprEntry)
        1    0.000    0.000    0.000    0.000 code.py:1085(ReprLocals)
        3    0.000    0.000    0.000    0.000 inspect.py:1825(_signature_is_builtin)
        1    0.000    0.000    0.005    0.005 inspect.py:2101(_signature_from_builtin)
        1    0.000    0.000    0.005    0.005 inspect.py:3081(signature)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 _make.py:49(_Nothing)
        1    0.000    0.000    0.000    0.000 typing.py:594(_GenericAlias)
        6    0.000    0.000    0.000    0.000 typing.py:781(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:740(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 exceptions.py:60(NotCallableError)
        1    0.000    0.000    0.000    0.000 validators.py:342(_DeepMapping)
        1    0.000    0.000    0.000    0.000 _version_info.py:9(VersionInfo)
        1    0.000    0.000    0.000    0.000 :1(VersionInfoAttributes)
        1    0.000    0.000    0.000    0.000 _tracing.py:3(<module>)
        1    0.000    0.000    0.016    0.016 __init__.py:233(metadata)
        1    0.000    0.000    0.000    0.000 __init__.py:361(Context)
        1    0.000    0.000    0.001    0.001 __init__.py:520(distribution)
        1    0.000    0.000    0.017    0.017 __init__.py:546(version)
        1    0.000    0.000    0.000    0.000 zipfile.py:1071(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 random.py:88(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        2    0.000    0.000    0.000    0.000 apipkg.py:16(_py_abspath)
        1    0.000    0.000    0.000    0.000 outcomes.py:17(OutcomeException)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _structures.py:48(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 local.py:287(_getbyspec)
        1    0.000    0.000    0.000    0.000 truncate.py:6(<module>)
        1    0.000    0.000    0.000    0.000 deprecated.py:10(<module>)
        1    0.000    0.000    0.000    0.000 fixtures.py:996(FixtureFunctionMarker)
        1    0.000    0.000    0.000    0.000 fixtures.py:1156(yield_fixture)
        1    0.000    0.000    0.000    0.000 reports.py:207(TestReport)
        1    0.000    0.000    0.000    0.000 python.py:825(CallSpec2)
        1    0.000    0.000    0.000    0.000 more.py:770(bucket)
        1    0.000    0.000    0.000    0.000 protocol.py:66(VASPPairChannel)
        3    0.000    0.000    0.000    0.000 utils.py:238(register)
        1    0.000    0.000    0.000    0.000 protocol_messages.py:4(OffChainError)
        6    0.000    0.000    0.000    0.000 storage.py:47(make_list)
        2    0.000    0.000    0.000    0.000 storage.py:51(make_dict)
       10    0.000    0.000    0.000    0.000 case.py:1346(_deprecate)
        2    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.005    0.005 mock.py:74(_get_signature_object)
        5    0.000    0.000    0.000    0.000 mock.py:295(_delegating_property)
       15    0.000    0.000    0.000    0.000 mock.py:1784(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:956(_cache_bytecode)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        5    0.000    0.000    0.000    0.000 abc.py:130(register)
        2    0.000    0.000    0.000    0.000 os.py:1077(__subclasshook__)
        1    0.000    0.000    0.000    0.000 re.py:252(escape)
        9    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
        9    0.000    0.000    0.000    0.000 contextlib.py:352(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 test_protocol.py:57(RandomRun)
        1    0.000    0.000    0.000    0.000 ast.py:284(NodeTransformer)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 saferepr.py:35(SafeRepr)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 code.py:928(ExceptionRepr)
        1    0.000    0.000    0.000    0.000 code.py:964(ReprExceptionInfo)
        1    0.000    0.000    0.000    0.000 code.py:1009(ReprTracebackNative)
        1    0.000    0.000    0.000    0.000 code.py:1016(ReprEntryNative)
        1    0.000    0.000    0.000    0.000 code.py:1068(ReprFileLocation)
        1    0.000    0.000    0.000    0.000 code.py:1094(ReprFuncArgs)
        3    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        1    0.000    0.000    0.005    0.005 inspect.py:2829(from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2843(replace)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        7    0.000    0.000    0.000    0.000 converters.py:21(optional_converter)
        1    0.000    0.000    0.000    0.000 converters.py:10(optional)
        1    0.000    0.000    0.000    0.000 _make.py:58(__new__)
       10    0.000    0.000    0.000    0.000 _make.py:578(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:429(_ClassBuilder)
        1    0.000    0.000    0.000    0.000 _make.py:1148(_add_hash)
        2    0.000    0.000    0.000    0.000 _make.py:1329(_add_repr)
        4    0.000    0.000    0.000    0.000 _make.py:1485(fmt_setter)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
       11    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:787(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:1287(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1303(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1311(SupportsAbs)
        1    0.000    0.000    0.000    0.000 _make.py:1741(Attribute)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 :1(_AttributesAttributes)
        1    0.000    0.000    0.000    0.000 :1(FactoryAttributes)
        1    0.000    0.000    0.000    0.000 :1(_AndValidatorAttributes)
        1    0.000    0.000    0.000    0.000 validators.py:54(instance_of)
        1    0.000    0.000    0.000    0.000 validators.py:70(_MatchesReValidator)
        1    0.000    0.000    0.000    0.000 validators.py:183(_OptionalValidator)
        2    0.000    0.000    0.000    0.000 validators.py:199(optional)
        1    0.000    0.000    0.000    0.000 validators.py:217(_InValidator)
        1    0.000    0.000    0.000    0.000 validators.py:295(_DeepIterable)
        1    0.000    0.000    0.000    0.000 :1(_MatchesReValidatorAttributes)
        1    0.000    0.000    0.000    0.000 :1(_DeepIterableAttributes)
        1    0.000    0.000    0.000    0.000 callers.py:31(_Result)
        1    0.000    0.000    0.000    0.000 :1(_DeepMappingAttributes)
        1    0.000    0.000    0.000    0.000 manager.py:35(DistFacade)
        1    0.000    0.000    0.000    0.000 hooks.py:201(_HookCaller)
        3    0.000    0.000    0.000    0.000 __init__.py:379(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:356(DistributionFinder)
        2    0.000    0.000    0.000    0.000 __init__.py:423(zip_children)
        6    0.000    0.000    0.000    0.000 __init__.py:468(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:501(PathDistribution)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 configparser.py:375(BasicInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:447(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:521(LegacyInterpolation)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:283(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:464(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1044(_opener)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        1    0.000    0.000    0.000    0.000 feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 message.py:120(__init__)
        1    0.000    0.000    0.000    0.000 message.py:382(__getitem__)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 apipkg.py:80(ApiModule)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
        1    0.000    0.000    0.000    0.000 local.py:26(Stat)
        1    0.000    0.000    0.000    0.000 local.py:119(Checkers)
        1    0.000    0.000    0.000    0.000 common.py:139(basename)
        1    0.000    0.000    0.000    0.000 :1(ExceptionInfoAttributes)
        1    0.000    0.000    0.000    0.000 :1(UnformattedWarningAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:716(InvocationParams)
        1    0.000    0.000    0.000    0.000 argparse.py:1005(_CountAction)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 :1(InvocationParamsAttributes)
        1    0.000    0.000    0.000    0.000 debugging.py:73(pytestPDB)
        1    0.000    0.000    0.000    0.000 debugging.py:257(PdbInvoke)
        1    0.000    0.000    0.000    0.000 debugging.py:272(PdbTrace)
        4    0.000    0.000    0.000    0.000 fixtures.py:75(decoratescope)
        4    0.000    0.000    0.000    0.000 fixtures.py:74(scopeproperty)
        1    0.000    0.000    0.000    0.000 fixtures.py:746(FixtureLookupErrorRepr)
        7    0.000    0.000    0.000    0.000 fixtures.py:1056(<setcomp>)
        1    0.000    0.000    0.000    0.000 fixtures.py:1207(FixtureManager)
        1    0.000    0.000    0.000    0.000 :1(FuncFixtureInfoAttributes)
        1    0.000    0.000    0.000    0.000 :1(FixtureFunctionMarkerAttributes)
        1    0.000    0.000    0.000    0.000 main.py:24(ExitCode)
        1    0.000    0.000    0.000    0.000 main.py:368(_bestrelpath_cache)
        1    0.000    0.000    0.000    0.000 structures.py:52(ParameterSet)
        1    0.000    0.000    0.000    0.000 structures.py:138(Mark)
        1    0.000    0.000    0.000    0.000 structures.py:278(MarkGenerator)
        1    0.000    0.000    0.000    0.000 structures.py:374(NodeMarkers)
        1    0.000    0.000    0.000    0.000 runner.py:287(SetupState)
        1    0.000    0.000    0.000    0.000 bdb.py:654(Breakpoint)
        1    0.000    0.000    0.000    0.000 :1(CallInfoAttributes)
        3    0.000    0.000    0.000    0.000 python.py:48(pyobj_property)
        1    0.000    0.000    0.000    0.000 python.py:235(PyobjContext)
        1    0.000    0.000    0.000    0.000 python.py:241(PyobjMixin)
        1    0.000    0.000    0.000    0.000 python.py:421(Module)
        1    0.000    0.000    0.000    0.000 python.py:1350(Function)
        1    0.000    0.000    0.000    0.000 python_api.py:109(ApproxNumpy)
        1    0.000    0.000    0.000    0.000 more.py:203(peekable)
        1    0.000    0.000    0.000    0.000 more.py:2231(seekable)
        1    0.000    0.000    0.000    0.000 more.py:2331(run_length)
        1    0.000    0.000    0.000    0.000 libra_address.py:1(<module>)
        1    0.000    0.000    0.000    0.000 executor.py:72(ProtocolExecutor)
        1    0.000    0.000    0.000    0.000 utils.py:19(StructureChecker)
        1    0.000    0.000    0.000    0.000 utils.py:211(JSONFlag)
        1    0.000    0.000    0.000    0.000 protocol_messages.py:32(CommandRequestObject)
       12    0.000    0.000    0.000    0.000 storage.py:43(make_value)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 business.py:37(BusinessContext)
        1    0.000    0.000    0.000    0.000 business.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sample_command.py:11(SampleCommand)
        1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        2    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        5    0.000    0.000    0.000    0.000 mock.py:52(_is_instance_mock)
        5    0.000    0.000    0.000    0.000 mock.py:65(_extract_mock)
        3    0.000    0.000    0.000    0.000 mock.py:265(__getattr__)
        1    0.000    0.000    0.000    0.000 mock.py:1169(_patch)
        1    0.000    0.000    0.000    0.000 mock.py:2025(_Call)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
       15    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:381(_calc_mode)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:785(source_to_code)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        2    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
        2    0.000    0.000    0.000    0.000 os.py:752(encode)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 functools.py:103(_ge_from_lt)
        9    0.000    0.000    0.000    0.000 contextlib.py:358(__exit__)
        1    0.000    0.000    0.000    0.000 ast.py:247(NodeVisitor)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        1    0.000    0.000    0.000    0.000 tokenize.py:212(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        1    0.000    0.000    0.000    0.000 util.py:31(AlwaysDispatchingPrettyPrinter)
        1    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
        3    0.000    0.000    0.000    0.000 inspect.py:276(isbuiltin)
        2    0.000    0.000    0.000    0.000 inspect.py:504(_is_wrapper)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:1904(<listcomp>)
        1    0.000    0.000    0.000    0.000 inspect.py:2020(RewriteSymbolics)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        7    0.000    0.000    0.000    0.000 inspect.py:2517(name)
        1    0.000    0.000    0.000    0.000 inspect.py:2521(default)
        1    0.000    0.000    0.000    0.000 inspect.py:2533(replace)
        1    0.000    0.000    0.000    0.000 inspect.py:3017(bind_partial)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        9    0.000    0.000    0.000    0.000 _make.py:663(make_unhashable)
        1    0.000    0.000    0.000    0.000 _make.py:1377(fields)
        3    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:62(DummyRewriteHook)
        1    0.000    0.000    0.000    0.000 __init__.py:69(AssertionState)
        5    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:486(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:809(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:889(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing.py:1091(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1159(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1279(SupportsInt)
